# Kalmasoft Databases
# Database of Arabic words of Ethiopic origin
# References: www.kalmasoft.com/KLEX/dbamara.htm
# Resources: Lexical Data Repository of the Ge'ez Frontier Foundation https://github.com/geezorg/data/tree/master/amharic; HornMorpho is part of the L3 Project http://www.cs.indiana.edu/~gasser/Research/projects.html; Carl W. Isenberg, Grammar of the Amharic Language
# Related works: www.kalmasoft.com/KLEX/dcamhara.htm, www.kalmasoft.com/KLEX/dbsyriac.htm
# Availability: https://github.com/Kalmasoft/Databases/blob/main/Amharic/KDBAMARA
# Terminology: www.kalmasoft.com/adevtool.htm
# Tools: Amharic Verb Conjugation generator www.kalmasoft.com/KMAPS/eamrconj.htm
# Created: 3/1/2021 8:38 AM
# Updated: 2/12/2024 1:10 PM
# Encoding: UTF8
# Delimiter: TAB
# Total entries: 3,670+
# Copyright ©1999-2021 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# ================================================================================================
# Licensed under Creative Commons Attribution-ShareAlike 4.0 International license.
# This is a work in progress, not completed, any citations for academic purposes should include the date when the file was downloaded.
# ================================================================================================
# Attributes:
#	ID: 5 digits identification number, [A######]
#	Amharic: Amharic entry
#	AMIPA: Reading for Amharic (International Phonetic Alphabet)
#	ARIPA: Reading for Arabic (International Phonetic Alphabet)
#	Arabic: Arabic parallel word
#	AMClass/ARClass: Amharic/Arabic grammatical class
#		A: Adjective
#		D: Adverb
#		I: Infinitive (Amharic infinitive, Arabic Mimatic infinitive)
#		G: Gerund (Amharic gerund)
#		M: Masdar (Arabic infinitive)
#		N: Noun
#		NT: Arabic Temporal noun
#		NL: Arabic Locative noun
#		Ncol [iso]: Regional colloquial Arabic Noun, ISO3166-3 Alpha-2 country code, common to all Arab countries otherwise
#		R: Particle
#		P: Participle (Amharic and Arabic active participle)
#		Vcol [iso]: Regional colloquial Arabic Verb, ISO3166-3 Alpha-2 country code, common to all Arab countries otherwise
#		VI: Verb imperfective (Amharic contingent, Arabic imperfective)
#		VC: Verb compound imperfective (Amharic compound imperfective, Arabic emphatic imperfective)
#		VJ: Verb jussive
#		VM: Verb imperative
#		VP: Verb perfective
#	AMSubclass/ARSubclass: Amharic/Arabic entry grammatical subclass
#		CON: Conjunction
#		PRP: Preposition
#		SNG: Singular
#		PLR: Plural
#		ACC: Accusative case
#		NOM: Nominative case
#		DAT: Dative case
#		GEN: Genitive case
#		IND: Indicative mood
#		SUB: Subjunctive mood
#	AMDomain/ARDomain: Amharic/Arabic entry semantic domain
#		ANAT: Anatomy
#		ANIM: Animate
#		DMST: Domestic
#		DATE: Date
#		LANG: Language specific
#		NAME: Named entity
#		NUMB: Number
#		PLNT: Plant
#		RLGN: Religion
#	Category: Arabic entry usage category
#		ARC: Amharic archaic entry
#		FFM: full form morphology
#		NUS: not used in Arabic
#		SSH: semantically shifted in Arabic
#	RootAM: Amharic theoretical root
#	RootAR: Arabic root
#	Gloss: English meaning of the Amharic entry
# ================================================================================================
ID	Amharic	AMIPA	ARIPA	Arabic	AMClass	ARClass	AMSubclass	ARSubclass	AMDomain	ARDomain	Category	RootAM	RootAR	Gloss
A01789	ዕሴት	/ʕɨset/	/ʕizza/	عِزَّة	N	N							عزز	merit, value, worth
A01790	አዚሞ	/ʔɛzimo/	/ʕazmun/	عَزْمٌ	G	M						*ዜʸመ	عزم	chant, sing
A01791	አዚያሚ	/ʔɛzijam/	/ʕazzaːm/	عَزَّام	P	P						*ዜʸመ	عزم	chant, sing
A01792	አዜመ	/ʔɛzemɛ/	/ʕazama/	عَزَمَ	VP	VP						*ዜʸመ	عزم	chant, sing
A01793	ያዚም	/jazim/	/jaʕzim/	يَعْزِم	VI	VI						*ዜʸመ	عزم	chant, sing
A01794	አስስ	/ʔɛsɨs/	/ʕasas/	عَسَس	N	N							عسس	patrol
A01795	አሽከር	/ʔɛʃɨkɛr/	/ʕaskar/	عَسْكَر	N	N							عسكر	house maid (usually male)
A01796	ዐሥር	/ʕɛsɨr/	/ʕaʃra/	عَشْرة	A	A			NUMB	NUMB			عشر	ten
A01797	አሹራ	/ʔɛʃuraː/	/ʕuʃr/	عُشْر	N	N							عشر	tariff paid for selling one's land
A01798	ማሸግ	/maːʃɛg/	/maʕʃaq/	مَعْشَق	I							ሀሸ፟ገ	عشق	seal, glue
A01799	አሸገ	/ʔɛʃɛgɛ/	/ʕaʃaqa/	عَشَقَ	VP	VP					SSH	ሀሸ፟ገ	عشق	seal, glue
A01800	አሻጊ	/ʔɛʃag/	/ʕaʃʃaːq/	عَشَّاق	P	P					SSH	ሀሸ፟ገ	عشق	seal, glue
A01801	አሽጎ	/ʔɛʃɨgo/	/ʕiʃqun/	عِشْقُ	G	M					SSH	ሀሸ፟ገ	عشق	seal, glue
A01802	ያሽጋል	/jaʃɨgal/	/jaʕʃiqanna/	يَعْشِقَنَّ	VC	VC						ሀሸ፟ገ	عشق	seal, glue
A01803	ያሽግ	/jaʃɨg/	/jaʕʃiq/	يَعْشِق	VI	VI					SSH	ሀሸ፟ገ	عشق	seal, glue
A01804	አሠር	/ʔɛsɛr/	/ʕasˤr/	عَصْر	N	N							عصر	remaining, residue, waste material from the body
A01805	አጠ፟ነ	/ʔɛttˤɛnɛ/	/ʕatˤtˤara/	عَطَّرَ	VP	VP							عطر	perfume
A01806	አጣኝ	/ʔɛtˤaɲ/	/ʕatˤtˤaːr/	عَطَّار	P	P							عطر	perfume
A01807	አጥኖ	/ʔɛtˤɨno/	/ʕatˤrun/	عَطْرٌ	G	M							عطر	perfume
A01808	ያጥናል	/jatˤɨnal/	/jaʕtˤiranna/	يَعْطِرَنَّ	VC	VC						ሀጠነ	عطر	burn incense
A01809	ያጥን	/jatˤɨn/	/jaʕatˤtˤir/	يَعَطِّر	VI	VI							عطر	perfume
A01810	ማነጠስ	/maːnɛtˤɛs/	/maʕtˤas/	مَعْطَس	I							ሀነጠሰ	عطس	sneeze
A01811	አስነጠሰ	/ʔɛsɨnɛtˤɛsɛ/	/ʕatˤs/	عَطْس	N	N						ሀነጠሰ	عطس	sneeze
A01812	አነጠሰ	/ʔɛnɛtˤɛsɛ/	/ʕatˤasa/	عَطَسَ	VP	VP						ሀነጠሰ	عطس	sneeze
A01813	አነጣሽ	/ʔɛnɛtˤaʃ/	/ʕatˤtˤaːs/	عَطَّاس	P	P						ሀነጠሰ	عطس	sneeze
A01814	አነጥሶ	/ʔɛnɛtˤɨso/	/ʕatˤsun/	عَطْسٌ	G	M						ሀነጠሰ	عطس	sneeze
A01815	ያነጥሳል	/janɛtˤɨsal/	/jaʕtˤisanna/	يَعْطِسَنَّ	VC	VC						ሀነጠሰ	عطس	sneeze
A01816	ያነጥስ	/janɛtˤɨs/	/jaʕtˤis/	يَعْطِس	VI	VI						ሀነጠሰ	عطس	sneeze
A01817	ማጠፍ	/maːtˤɛf/	/maʕtˤaf/	مَعْطَف	G	G						ሀጠፈ	عطف	fold
A01818	ማጠፍ	/maːtˤɛf/	/maʕtˤaf/	مَعْطَف	I							ሀጠፈ	عطف	fold
A01819	አጠፈ	/ʔɛtˤɛfɛ/	/ʕatˤafa/	عَطَفَ	VP	VP						ሀጠፈ	عطف	fold
A01820	አጠ፟ፈ	/ʔɛttˤɛfɛ/	/ʕatˤtˤafa/	عَطَّفَ	VP	VP							عطف	fold
A01821	አጣፊ	/ʔɛtˤaf/	/ʕatˤtˤaːf/	عَطَّاف	P	P						ሀጠፈ	عطف	fold
A01822	አጣፊ	/ʔɛtˤaf/	/ʕatˤtˤaːf/	عَطَّاف	P	P							عطف	fold
A01823	አጥፎ	/ʔɛtˤɨfo/	/ʕatˤfun/	عَطْفٌ	G	M						ሀጠፈ	عطف	fold
A01824	አጥፎ	/ʔɛtˤɨfo/	/ʕatˤfun/	عَطْفٌ	G	M							عطف	fold
A01825	እጥፍ	/ʔɨtˤɨf/	/ʕatˤf/	عَطْف	A	A						ሀጠፈ	عطف	twice over
A01826	ያጥፋል	/jatˤɨfal/	/jaʕtˤifanna/	يَعْطِفَنَّ	VC	VC						ሀጠፈ	عطف	fold
A01827	ያጥፍ	/jatˤɨf/	/jaʕatˤtˤif/	يَعَطِّف	VI	VI							عطف	fold
A01828	ይጠፍ	/jɨtˤɛf/	/jaʕtˤif/	يَعْطِف	VI	VI						ሀጠፈ	عطف	fold
A01829	ማጠን	/maːtˤɛn/	/maʕtˤan/	مَعْطَن	I							ሀጠነ	عطن	burn incense
A01830	አጣኝ	/ʔɛtˤaɲ/	/ʕatˤtˤaːn/	عَطَّان	P	P						ሀጠነ	عطن	burn incense
A01831	አጥኖ	/ʔɛtˤɨno/	/ʕatˤnun/	عَطْنٌ	G	M						ሀጠነ	عطن	burn incense
A01832	ያጥናል	/jatˤɨnal/	/jaʕtˤinanna/	يَعْطِنَنَّ	VC	VC						ሀጠነ	عطن	burn incense
A01833	መስጠትን	/mɛsɨtˤɛtɨn/	/mustaʕtˤ/	مُسْتَعْط	N	N							عطي	
A01834	አፈር	/ʔɛfɛr/	/ʕafar/	عَفَر	N	N			DMST	DMST			عفر	soil
A01835	ማዕቀብ	/maːʕɨkʼɛb/	/muʕaːqaba/	مُعَاقَبة	N	N							عقب	ban, forbid
A01836	ዐቀበት	/ʕɛkʼɛbɛt/	/ʕaqaba/	عَقَبَة	N	N							عقب	steep, sheer, vertical, upward slope
A01837	ዐቀበት	/ʕɛkʼɛbɛt/	/ʕaqaba/	عَقَبَة	N	N							عقب	steep, sheer, vertical, upward slope
A01838	ዐቃቤ	/ʕɛkʼabe/	/ʕiqaːb/	عِقَاب	N	N							عقب	prosecution
A01839	መታቀድ	/mɛtakʼɛd/	/maʕqad/	مَعْقَد	I							ሀቀ፟ደ	عقد	plan, design
A01840	አቀደ	/ʔɛkʼɛdɛ/	/ʕaqada/	عَقَدَ	VP	VP						ሀቀ፟ደ	عقد	plan, design
A01841	አቃጂ	/ʔɛkʼadʒi/	/ʕaqqaːd/	عَقَّاد	P	P						ሀቀ፟ደ	عقد	plan, design
A01842	ዐቅድ	/ʕɛkʼɨd/	/ʕaqd/	عَقْد	N	N						ሀቀ፟ደ	عقد	preparation, plan, scheme, idea, proposal
A01843	አቅዶ	/ʔɛkʼɨdo/	/ʕaqdun/	عَقْدٌ	G	M						ሀቀ፟ደ	عقد	plan, design
A01844	ዕቅድ	/ʕɨkʼɨd/	/ʕaqd/	عَقْد	N	N						ሀቀ፟ደ	عقد	plan, scheme, idea, proposal, design, plot
A01845	ይታቀዳል	/jɨtakʼɛdal/	/jaʕqidanna/	يَعْقِدَنَّ	VC	VC						ሀቀ፟ደ	عقد	plan, design
A01846	ይታቀድ	/jɨtakʼɛd/	/jaʕqid/	يَعْقِد	VI	VI						ሀቀ፟ደ	عقد	plan, design
A01847	መሀከል	/mɛhɛkɛl/	/maʕqal/	مَعْقَل	N	N							عقل	middle, midpoint, core, central point
A01848	ማዕከላዊ	/maːʕɨkɛlaːwi/	/maʕqaliː/	مَعْقَلِي	A	A							عقل	middle, mid, innermost
A01849	ማእከል	/maːʔɨkɛl/	/maʕqal/	مَعْقَل	N	N							عقل	center
A01850	ማዕከል	/maːʕɨkɛl/	/maʕqal/	مَعْقَل	N	N							عقل	midpoint, center
A01851	ዐቅል	/ʕɛkʼɨl/	/ʕaql/	عَقْل	N	N							عقل	intelligence, acumen, mind, insight, sense, brain
A01852	አንጐል	/ʔɛnɨgoal/	/ʕaql/	عَقْل	N	N			ANAT	ANAT			عقل	brain, mind
A01853	አካላት	/ʔɛkalaːt/	/ʕuqlaːt/	عُقْلَات	N	N							عقل	components, elements, parts of a body, organs, members, constituents
A01854	አካል	/ʔɛkal/	/ʕuqla/	عُقْلة	N	N							عقل	component, element, part of a body, organ, member, constituent
A01855	እኩል	/ʔɨkul/	/ʕiql/	عِقْل	N	N							عقل	semi, partially, half
A01856	ማቀፍ	/maːkʼɛf/	/maʕkaf/	مَعْكَف	I							ሀቀፈ	عكف	embrace
A01857	አቀፈ	/ʔɛkʼɛfɛ/	/ʕakafa/	عَكَفَ	VP	VP						ሀቀፈ	عكف	embrace
A01858	አቃፊ	/ʔɛkʼaf/	/ʕakkaːf/	عَكَّاف	P	P						ሀቀፈ	عكف	embrace
A01859	አቅፎ	/ʔɛkʼɨfo/	/ʕakfun/	عَكْفٌ	G	M						ሀቀፈ	عكف	embrace
A01860	አካፋ	/ʔɛkafa/	/ʕakf/	عَكْف	N	N						ሀቀፈ	عكف	
A01861	እስረኛ	/ʔɨsɨrɛɲa/	/ʔsiːr/	أسِير	N	N							عكف	
A01862	ይቀፍ	/jɨkʼɛf/	/jaʕkif/	يَعْكِف	VI	VI						ሀቀፈ	عكف	embrace
A01863	ይትፍተዋል	/jɨtɨfɨtɛwal/	/tufaːl/	تُفَال	N	N							عكف	
A01864	ዐልቅት	/ʕɛlɨkʼɨt/	/ʕalaqa/	عَلَقَة	N	N			ANIM	ANIM			علق	bloodsucker, leech, tick
A01865	ማኘክ	/maːɲɛk/	/maʕlak/	مَعْلَك	I							ሀኘ፟ከ	علك	chew, masticate
A01866	አኘከ	/ʔɛɲɛkɛ/	/ʕalaka/	عَلَكَ	VP	VP						ሀኘ፟ከ	علك	chew, masticate
A01867	አኛኪ	/ʔɛɲak/	/ʕallaːk/	عَلَّاك	P	P						ሀኘ፟ከ	علك	chew, masticate
A01868	አኝኮ	/ʔɛɲɨko/	/ʕalkun/	عَلْكٌ	G	M						ሀኘ፟ከ	علك	chew, masticate
A01869	ይታኘካል	/jɨtaɲɛkal/	/jaʕlikanna/	يَعْلِكَنَّ	VC	VC						ሀኘ፟ከ	علك	chew, masticate
A01870	ይታኘክ	/jɨtaɲɛk/	/jaʕlik/	يَعْلِك	VI	VI						ሀኘ፟ከ	علك	chew, masticate
A01871	ዒላማ	/ʕilaːmaː/	/ʕalaːma/	عَلَامَة	N	N							علم	target
A01872	ዓለም	/ʕalɛm/	/ʕaːlam/	عَالَم	N	N							علم	world
A01873	ዓላማ	/ʕalaːmaː/	/ʕalaːma/	عَلَامَة	N	N			DMST	DMST			علم	flag
A01874	እልም	/ʔɨlɨm/	/ʕilm/	عِلْم	N	N							علم	vision, fantasy
A01875	ላዕላይ	/laːʕɨlaːj/	/ʔlʔʕlaː/	الأعْلَى	A	A							علو	higher, superior
A01876	ዐምድ	/ʕɛmɨd/	/ʕamuːd/	عَمُود	N	N							عمد	post, pillar, support, column, prop
A01877	አዕማድ	/ʔɛʕɨmaːd/	/ʔʕmud/	أعْمُد	N	N							عمد	post, support, column, pillars, prop
A01878	ማመቅ	/maːmɛkʼ/	/maʕmak/	مَعْمَك	I							ሀመ፟ቀ	عمك	squeeze, compress
A01879	አመቀ	/ʔɛmɛkʼɛ/	/ʕamaka/	عَمَكَ	VP	VP						ሀመ፟ቀ	عمك	squeeze, compress
A01880	አምቆ	/ʔɛmɨkʼo/	/ʕamkun/	عَمْكٌ	G	M						ሀመ፟ቀ	عمك	squeeze, compress
A01881	ዕምቅ	/ʕɨmɨkʼ/	/ʕimk/	عِمْك	N	N							عمك	crowded, stuffed, packed full
A01882	ይታመቃል	/jɨtamɛkʼal/	/jaʕmikanna/	يَعْمِكَنَّ	VC	VC						ሀመ፟ቀ	عمك	squeeze, compress
A01883	ይታመቅ	/jɨtamɛkʼ/	/jaʕmik/	يَعْمِك	VI	VIcol [sd]						ሀመ፟ቀ	عمك	squeeze, compress
A01884	ዐመል	/ʕɛmɛl/	/ʕamal/	عَمَل	N	N							عمل	conduct, demeanor, habit character,
A01885	ትዕይንተ	/tɨʕɨjɨnɨtɛ/	/taʕannut/	تَعَنُّتْ	N	N							عنت	display of public protest
A01886	አንገት	/ʔɛnɨgɛt/	/ʕunq/	عُنْق	N	N			ANAT	ANAT			عنق	neck, décolletage,
A01887	እውከት	/ʔɨwɨkɛt/	/ʕawadʒa/	عَوَجة	N	N							عوج	problem, difficulty, dilemma, trouble, mess, hitch
A01888	ማት	/maːt/	/maʕaːd/	مَعَاد	N	N			RLGN	RLGN	ARC		عود	rage of God, huge number (multitude) of people
A01889	ማወድ	/maːwɛd/	/maʕuːad/	مَعْوَد	I							ሀወ፟ደ	عود	perfume
A01890	አወደ	/ʔɛwɛdɛ/	/ʕawada/	عَوَدَ	VP	VP						ሀወ፟ደ	عود	perfume
A01891	አወደ	/ʔɛwɛdɛ/	/ʕawuːada/	عَوَّدَ	VP	VP						ሀወ፟ደ	عود	perfume
A01892	አውዶ	/ʔɛwɨdo/	/ʕawdun/	عَوْدٌ	G	M						ሀወ፟ደ	عود	perfume
A01893	ያውዳል	/jawɨdal/	/jaʕuːidanna/	يَعْوِدَنَّ	VC	VC						ሀወ፟ደ	عود	perfume
A01894	ያውድ	/jawɨd/	/jaʕawid/	يَعَوِد	VI	VI						ሀወ፟ደ	عود	perfume
A01895	ማወር	/maːwɛr/	/maʕuːar/	مَعْوَر	I							*ሀወ፟ረ	عور	go blind
A01896	ታወረ	/tawɛrɛ/	/taʕawuːara/	تَعَوَّرَ	VP	VP						*ሀወ፟ረ	عور	go blind
A01897	አውሮ	/ʔɛwɨro/	/ʕawrun/	عَوْرٌ	G	M						*ሀወ፟ረ	عور	go blind
A01898	አውሮ	/ʔɛwɨro/	/ʕawrun/	عَوْرٌ	G	M						*ሀወ፟ረ	عور	go blind
A01899	ዕውር	/ʕɨwɨr/	/ʔʕuːar/	أعْوَر	A	A						*ሀወ፟ረ	عور	sightless
A01900	ያውር	/jawɨr/	/jaʕwar/	يَعْوَر	VI	VI						*ሀወ፟ረ	عور	go blind
A01901	ይታወራል	/jɨtawɛraːl/	/jaʕuːiranna/	يَعْوِرَنَّ	VC	VC						*ሀወ፟ረ	عور	go blind
A01902	ማወክ	/maːwɛk/	/maʕuːaq/	مَعْوَق	I							ሀወ፟ከ	عوق	upset, trouble
A01903	አወከ	/ʔɛwɛkɛ/	/ʕawuːaqa/	عَوَّقَ	VP	VP						ሀወ፟ከ	عوق	upset, trouble
A01904	አዋኪ	/ʔɛwak/	/ʕawwaːq/	عَوَّاق	P	P						ሀወ፟ከ	عوق	upset, trouble
A01905	አውኮ	/ʔɛwɨko/	/ʕawqun/	عَوْقٌ	G	M						ሀወ፟ከ	عوق	upset, trouble
A01906	አውኮ	/ʔɛwɨko/	/ʕawqun/	عَوْقٌ	G	M						ሀወ፟ከ	عوق	upset, trouble
A01907	እውከት	/ʔɨwɨkɛt/	/ʕawqa/	عَوقَة	N	N						ሀወ፟ከ	عوق	problem, difficulty, dilemma, trouble, mess, hitch
A01908	ያውካል	/jawɨkal/	/jaʕuːiqanna/	يَعْوِقَنَّ	VC	VC						ሀወ፟ከ	عوق	upset, trouble
A01909	ያውክ	/jawɨk/	/jaʕuːwiq/	يَعْوِّق	VI	VI						ሀወ፟ከ	عوق	upset, trouble
A01910	ዐይነ	/ʕɛjɨnɛ/	/ʕajn/	عَيْن	N	N			ANAT	ANAT			عين	eye
A01911	ዓይን	/ʕajɨn/	/ʕajn/	عَيْن	N	N			ANAT	ANAT			عين	eye
A01912	ምዕራብ	/mɨʕɨraːb/	/maɣrib/	مَغْرِب	N	N							غرب	west
A01913	መግራት	/mɛgɨraːt/	/maɣarr/	مَغْرّ	I							ገራህ	غرر	tame
A01914	ኮራ	/koraː/	/ɣurra/	غُرَّ	VP	VP							غرر	be proud
A01915	ይኩራ	/jɨkuraː/	/jaɣur/	يَغُر	VI	VI							غرر	be proud
A01916	ይኮራል	/jɨkoraːl/	/jaɣriranna/	يَغْرِرَنَّ	VC	VC						ኮራህ	غرر	be proud
A01917	ይገራል	/jɨgɛraːl/	/jaɣriranna/	يَغْرِرَنَّ	VC	VC						ገራህ	غرر	tame
A01918	ይግራ	/jɨgɨraː/	/jaɣarr/	يَغَرّ	VI	VI						ገራህ	غرر	tame
A01919	ገሪ	/gɛr/	/ɣaːrr/	غَارّ	P	P						ገራህ	غرر	tame
A01920	ገራ	/gɛraː/	/ɣarra/	غَرَّ	VP	VP						ገራህ	غرر	tame
A01921	ገርቶ	/gɛrɨto/	/ɣarrun/	غَرٌّ	G	M						ገራህ	غرر	tame
A01922	ገረዘ	/gɛrɛzɛ/	/ɣaraza/	غَرَزَ	VP	VP							غرز	circumcise
A01923	ቅርስ	/kʼɨrɨs/	/ɣars/	غَرْس	N	N							غرس	heritage, anything that is or may be inherited. 2 inherited circumstances, benefits, etc. (a heritage of confusion).
A01924	ይገረግራል	/jɨgɛrɛgɨraːl/	/jaɣarɣiranna/	يَغَرْغِرَنَّ	VC	VC							غرغر	stop short
A01925	ገረገረ	/gɛrɛgɛrɛ/	/ɣarɣara/	غَرْغَرَ	VP	VP							غرغر	stop short
A01926	ገርጋሪ	/gɛrɨgar/	/ɣarɣaːr/	غَرْغَار	P	P							غرغر	stop short
A01927	ይገር፟ም	/jɨgɛrrɨm/	/jaɣarrim/	يَغَرِّم	VI	VI							غرم	be tame 
A01928	ገረ፟መ	/gɛrrɛmɛ/	/ɣarrama/	غَرَّمَ	VP	VP							غرم	be tame 
A01929	ገር፟ሞ	/gɛrrɨmo/	/ɣarmun/	غَرْمٌ	G	M							غرم	be tame
A01930	ተጉዞ	/tɛguzo/	/ɣazwun/	غَزْوٌ	G	M						*ጓህዘ	غزو	transport
A01931	ተጓዥ	/tɛgoaʒ/	/ɣaːziː/	غَازِي	P	P						*ጓህዘ	غزو	transport
A01932	ይጓዛል	/jɨgoazal/	/jaɣzuːanna/	يَغْزُوَنَّ	VC	VC						*ጓህዘ	غزو	transport
A01933	ጓዘ	/goazɛ/	/ɣaza/	غَزَا	VP	VP						*ጓህዘ	غزو	transport
A01934	አሽሙር	/ʔɛʃɨmur/	/ɣaʃmur/	غَشْمُرة	N	Ncol							غشمر	indirect (roundabout) abuse or offense
A01935	ጉልበት	/gulɨbɛt/	/ɣulba/	غُلْبَة	N	N							غلب	force, labor
A01936	ጎልባች	/golɨbatʃ/	/ɣallaːb/	غَلَّاب	P	P							غلب	get strong
A01937	ጎልብቶ	/golɨbɨto/	/ɣulbatun/	غُلْبَةٌ	G	M							غلب	get strong
A01938	ቅሌት	/kʼɨlet/	/ɣalatˤ/	غَلَط	N	N							غلط	disgrace, infamy, shame
A01939	ቸልታ	/tʃɛlɨta/	/ɣaltˤa/	غَلْطة	N	N							غلط	carelessness, disregard
A01940	ገለፈት	/gɛlɛfɛt/	/ɣalafa/	غَلَفَة	N	N			DMST	DMST	SSH		غلف	outer covering or skin of tree trunks and some fruits
A01941	ጉልምስ	/gulɨmɨs/	/ɣulaːm/	غُلَام	N	N							غلم	adult
A01942	ጋለሞታ	/galɛmota/	/ɣuluːmiːja/	غُلُومِيَّة	N	N			DMST	DMST			غلم	prostitute, bar lady
A01943	ግልሙትና	/gɨlɨmutɨna/	/ɣulma/	غُلْمة	N	N							غلم	prostitution
A01944	ገመድ	/gɛmɛd/	/ɣamd/	غَمْد	N	N			DMST	DMST			غمد	thick strong cord made by twisting finer cords together
A01945	መከመር	/mɛkɛmɛr/	/maɣmar/	مَغْمَر	I							ከመ፟ረ	غمر	pile
A01946	ከማሪ	/kɛmaːr/	/ɣammaːr/	غَمَّار	P	P						ከመ፟ረ	غمر	pile
A01947	ከምሮ	/kɛmɨro/	/ɣamrun/	غَمْرٌ	G	M						ከመ፟ረ	غمر	pile
A01948	ይከምራል	/jɨkɛmɨraːl/	/jaɣmiranna/	يَغْمِرَنَّ	VC	VC						ከመ፟ረ	غمر	pile
A01949	ተቀመጠ	/tɛkʼɛmɛtˤɛ/	/kamada/	غَمَطَ	VP	VP							غمط	put down
A01950	ተቀማጭ	/tɛkʼɛmaːtʃ/	/ɣammaːtˤ/	غَمَّاط	P	P						*ቀመ፟ጠ	غمط	put down
A01951	ተቀምጦ	/tɛkʼɛmɨtˤo/	/ɣamtˤun/	غَمْطٌ	G	M						*ቀመ፟ጠ	غمط	put down
A01952	ይቀመጣል	/jɨkʼɛmɛtˤal/	/jaɣmitˤanna/	يَغْمِطَنَّ	VC	VC						*ቀመ፟ጠ	غمط	put down
A01953	ይቀመጥ	/jɨkʼɛmɛtˤ/	/jakmid/	يَغْمِط	VI	VI							غمط	put down
A01954	ይገምግም	/jɨgɛmɨgɨm/	/jaɣamɣim/	يَغَمْغِم	VI	VI							غمغم	evaluate, sound out
A01955	ገመገመ	/gɛmɛgɛmɛ/	/ɣamɣama/	غَمْغَمَ	VP	VP							غمغم	evaluate, sound out
A01956	ገምጋሚ	/gɛmɨgam/	/ɣamɣaːm/	غَمْغَام	P	P							غمغم	evaluate, sound out
A01957	ገምግሞ	/gɛmɨgɨmo/	/ɣamɣamatun/	غَمْغَمَةٌ	G	M							غمغم	evaluate, sound out
A01958	ገምግሞ	/gɛmɨgɨmo/	/ɣamɣamatun/	غَمْغَمَةٌ	G	M							غمغم	evaluate, sound out
A01959	ጉምጉምታ	/gumɨgumɨta/	/ɣamɣama/	غَمْغَمَة	N	N							غمغم	rumor
A01960	ቂም	/kʼim/	/ɣam/	غَم	N	N							غمم	animosity, bitterness, grudge
A01961	ጉማም	/gumaːm/	/ɣamaːm/	غَمَام	A	A							غمم	smoggy
A01962	መቃኘት	/mɛkʼaɲɛt/	/maɣnaː/	مَغْنَى	G	G						*ቃኘ፟ህ	غني	compose hymns
A01963	መቃኘት	/mɛkʼaɲɛt/	/maɣnaː/	مَغْنَى	I							*ቃኘ፟ህ	غني	compose hymns
A01964	ቃኚ	/kʼaɲ/	/ɣaːniː/	غَانِي	P	P						*ቃኘ፟ህ	غني	compose hymns
A01965	ቃኝቶ	/kʼaɲɨto/	/ɣanijatun/	غَنْيَةٌ	G	M						*ቃኘ፟ህ	غني	compose hymns
A01966	ቅኔ	/kʼɨne/	/ɣinaːʔ/	غِنَاء	N	N							غني	literature inverse of high quality
A01967	ተቃኘ	/tɛkʼaɲɛ/	/taɣannaː/	تَغَنَّى	VP	VP						*ቃኘ፟ህ	غني	compose hymns
A01968	ይቃኛል	/jɨkʼaɲal/	/jaɣniːanna/	يَغْنِيَنَّ	VC	VC						*ቃኘ፟ህ	غني	compose hymns
A01969	ይቃኝ	/jɨkʼaɲ/	/jataɣannaː/	يَتَغَنَّى	VI	VI						*ቃኘ፟ህ	غني	compose hymns
A01970	ማጎር	/maːgor/	/maɣaːr/	مَغَار	I							አጎ፟ረ	غور	huddle, confine
A01971	አጉሮ	/ʔɛguro/	/ɣawrun/	غَوْرٌ	G	M						አጎ፟ረ	غور	huddle, confine
A01972	አጎረ	/ʔɛgorɛ/	/ɣaːra/	غَارَ	VP	VP						አጎ፟ረ	غور	huddle, confine
A01973	አጓሪ	/ʔɛgoar/	/ɣaːʔir/	غَائِر	P	P						አጎ፟ረ	غور	huddle, confine
A01974	ያጉራል	/jaguraːl/	/jaɣuːiranna/	يَغْوِرَنَّ	VC	VC						አጎ፟ረ	غور	huddle, confine
A01975	ያጉር	/jagur/	/jaɣuːr/	يَغُور	VI	VI						አጎ፟ረ	غور	huddle, confine
A01976	መቀየር	/mɛkʼɛjar/	/maɣijar/	مَغْيَر	I							ቀየ፟ረ	غير	change
A01977	ቀየረ	/kʼɛjarɛ/	/ɣajiːjara/	غَيَّرَ	VP	VP						ቀየ፟ረ	غير	change
A01978	ቀየረ፡ልብስ	/kʼɛjarɛ፡lɨbɨs/	/ɣjːar/	غِيار(لِبس)	N	N			DMST	DMST		ቀየ፟ረ	غير	spare clothes
A01979	ቀያሪ	/kʼɛjar/	/ɣajjːar/	غَيَّار	P	P						ቀየ፟ረ	غير	change
A01980	ቀይሮ	/kʼɛjɨro/	/ɣajrun/	غَيْرٌ	G	M						ቀየ፟ረ	غير	change
A01981	ቅየራ	/kʼɨjaraː/	/ɣjːar/	غِيَار	N	N						ቀየ፟ረ	غير	replacement
A01982	ቅያሪ	/kʼɨjar/	/ɣjːar/	غِيَار	A	A						ቀየ፟ረ	غير	alteration
