# Kalmasoft Databases
# Database of Muslim Names
# References: www.kalmasoft.com/KLEX/dbmuslm.htm, www.kalmasoft.com/KLEX/dbvarom.htm
# Created: 20 Apr 2019
# Updated: 13 Jun 2026
# Version: 1.0
# Encoding: UTF8
# Delimiter: TAB
# Total entries: 3,000,000+
# Countries covered: 40
# Copyright 1999-2025 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
#=========================================
# Attributes:
#	ID: Reference number
#	Roman: Roman transcription
#	Gender: M: male
#		F: female
#		U: unisex
#	Type: type of name
#		F: first/given name
#		L: last/surname, last name
#		A: last name, Aptonym, Professional Nisba i.e. occupation or profession related
#		C: last name, Tribal Nisba i.e. clan related
#		D: last name, Geographic Nisba i.e. place related
#		M: middle name
#		P: last name, Patronym, Nasab i.e. true or legendary lineage
#		T: last name, Teknonym, Kunya i.e. paternal or maternal related
#	Origin: Spelling inferred potential ethnic origin
#		NAR: Native Arabic
#		QAS: Quasi-Arabic
#		ASN: Asian
#		AFR: African
#		AMZ: Amazigh
#		PER: Persian
#		TUR: Turkish
#	Locale: prevalent spelling geographies, ISO3166 Alpha3 three-Letter country code
#	Reference: reference to the original name in native script
#=========================================
# A. General notes:
# (1) This database is compiled from Arabic names prospective since Muslim names are closely related to Arabic names.
# (2) The vocalized form is the most correct prununciation according to the corresponding region where used.
# (3) Names in Perso-Arabic script (Afghanistan, Iran, Pakistan, and Tajikstan) have no vocalized version since short vaowels are rarely used in writing.
# (4) Surnames are detailed further to P, B, C, K, and N, all may be considered surnames.
# (5) True orthographic variants (mainly space added) were kept to minimum.
#=========================================
# B. Notes on Arabic name types:
# (1) Non-Arabic Nisba component does not affect Arab name (eg. Ait Mehdi) is Arabic.
# (2) Non-Arabic Nasab component does not affect Arab name (eg. Qasbaji, Fikriyan) are Arabic.
# (3) Multi-origin names should take the classification of the longest componen (eg. Basmajiyan) has 3 different origin components but is Arabic.
# (7) Quasi-Arab are those orignialy Arabic mixed with non-Arabic content (eg. Ait Hasan).
# (8) Old non-Arab biblical names (eg. Ibrahim, Yusif) considered Arabic.
#=======================Sample==========================
ID	Roman	Gender	Type	Transcript	Origin	Locale	Reference
M000900	Mükrime	F	F	EN	TUR	TUR	مكرمة
M000901	Mümin	M	F	EN	TUR	TUR	مؤمن
M000902	Münir	M	F	EN	TUR	TUR	منير
M000903	Münire	F	F	EN	TUR	TUR	منيرة
M000904	Naci	M	F	EN	TUR	TUR	ناجي
M000905	Naciye	F	F	EN	TUR	TUR	نجية
M000906	Nadide	F	F	EN	TUR	TUR	نديدة
M000907	Nadir	M	F	EN	TUR	TUR	نادر
M000908	Nadire	F	F	EN	TUR	TUR	نادرة
M000909	Nafiz	M	F	EN	TUR	TUR	نافز
M000910	Nail	M	F	EN	TUR	TUR	نائل
M000911	Naim	M	F	EN	TUR	TUR	نعيم
M000912	Nalan	M	F	EN	TUR	TUR	
M000913	Narin	M	F	EN	TUR	TUR	
M000914	Nasreddîn	M	F	EN	TUR	TUR	نصر الدين
M000915	Nasîr	M	F	EN	TUR	TUR	ناصر
M000916	Nasûh	M	F	EN	TUR	TUR	نصوح
M000917	Nazan	M	F	EN	TUR	TUR	
M000918	Nazim	M	F	EN	TUR	TUR	ناظم
M000919	Nazmi	M	F	EN	TUR	TUR	نظمي
M000920	Nazmiye	F	F	EN	TUR	TUR	نظمية
M000921	Nebahat	M	F	EN	TUR	TUR	نباهت
M000922	Necat	F	F	EN	TUR	TUR	نجاة
M000923	Necati	M	F	EN	TUR	TUR	نجاتي
M000924	Necdet	M	F	EN	TUR	TUR	نجدت
M000925	Necip	M	F	EN	TUR	TUR	نجيب
M000926	Necla	F	F	EN	TUR	TUR	نجلاء
M000927	Necmeddin	M	F	EN	TUR	TUR	نجم الدين
M000928	Necmettin	M	F	EN	TUR	TUR	نجم الدين
M000929	Necmi	M	F	EN	TUR	TUR	نجمي
M000930	Necmiye	F	F	EN	TUR	TUR	نجمية
M000931	Nedim	M	F	EN	TUR	TUR	نديم
M000932	Nehir	M	F	EN	TUR	TUR	نهر
M000933	Nejat	F	F	EN	TUR	TUR	نجاة
M000934	Nergis	M	F	EN	TUR	TUR	نرجس
M000935	Neriman	M	F	EN	TUR	TUR	
M000936	Nermin	M	F	EN	TUR	TUR	
M000937	Nesim	M	F	EN	TUR	TUR	نسيم
M000938	Neslihan	M	F	EN	TUR	TUR	
M000939	Nesrin	M	F	EN	TUR	TUR	نيسرين
M000940	Nesrî	M	F	EN	TUR	TUR	نصري
M000941	Nesîmî	M	F	EN	TUR	TUR	نسيمي
M000942	Netice	F	F	EN	TUR	TUR	نتيجة
M000943	Nevcivan	M	F	EN	TUR	TUR	
M000944	Neveda	F	F	EN	TUR	TUR	
M000945	Nevra	F	F	EN	TUR	TUR	نورا
M000946	Nevriye	F	F	EN	TUR	TUR	نورية
M000947	Nezaket	M	F	EN	TUR	TUR	
M000948	Nezih	M	F	EN	TUR	TUR	
M000949	Nezihe	F	F	EN	TUR	TUR	نزهة
M000950	Nigar	M	F	EN	TUR	TUR	
M000951	Nihal	M	F	EN	TUR	TUR	نهال
M000952	Nihan	M	F	EN	TUR	TUR	
M000953	Nihat	M	F	EN	TUR	TUR	
M000954	Nilgün	M	F	EN	TUR	TUR	
M000955	Nilufer	M	F	EN	TUR	TUR	
M000956	Nilüfer	M	F	EN	TUR	TUR	
M000957	Nimet	M	F	EN	TUR	TUR	نعمت
M000958	Nisan	M	F	EN	TUR	TUR	نسان
M000959	Nisancî	M	F	EN	TUR	TUR	
M000960	Niyazi	M	F	EN	TUR	TUR	نياز
M000961	Nizamettin	M	F	EN	TUR	TUR	نظام الدين
M000962	Nizami	M	F	EN	TUR	TUR	نظامي
M000963	Nizâm	M	F	EN	TUR	TUR	نظام
M000964	Nuh	M	F	EN	TUR	TUR	نوح
M000965	Numan	M	F	EN	TUR	TUR	نعمان
M000966	Nur	M	F	EN	TUR	TUR	نور
M000967	Nural	M	F	EN	TUR	TUR	
M000968	Nuran	M	F	EN	TUR	TUR	
M000969	Nuray	M	F	EN	TUR	TUR	نوراي
M000970	Nurcan	M	F	EN	TUR	TUR	
M000971	Nureddin	M	F	EN	TUR	TUR	نور الدين
M000972	Nurgül	M	F	EN	TUR	TUR	
M000973	Nurhan	M	F	EN	TUR	TUR	نورهان
M000974	Nuri	M	F	EN	TUR	TUR	نور
M000975	Nuriye	F	F	EN	TUR	TUR	نورية
M000976	Nursel	M	F	EN	TUR	TUR	
M000977	Nurseli	M	F	EN	TUR	TUR	
M000978	Nursen	M	F	EN	TUR	TUR	
M000979	Nurtaç	M	F	EN	TUR	TUR	
M000980	Nurten	M	F	EN	TUR	TUR	
M000981	Nükhet	M	F	EN	TUR	TUR	
M000982	Nüzhet	M	F	EN	TUR	TUR	نزهة
M000983	Ogan	M	F	EN	TUR	TUR	
M000984	Ogun	M	F	EN	TUR	TUR	
M000985	Ohannes	M	F	EN	TUR	TUR	
M000986	Okan	M	F	EN	TUR	TUR	
M000987	Oktar	M	F	EN	TUR	TUR	
M000988	Oktay	M	F	EN	TUR	TUR	
M000989	Okyay	M	F	EN	TUR	TUR	
M000990	Olcay	M	F	EN	TUR	TUR	
M000991	Omay	M	F	EN	TUR	TUR	
M000992	Omer	M	F	EN	TUR	TUR	عمر
M000993	Onan	M	F	EN	TUR	TUR	
M000994	Onur	M	F	EN	TUR	TUR	
M000995	Orbay	M	F	EN	TUR	TUR	
M000996	Orhan	M	F	EN	TUR	TUR	
M000997	Orkun	M	F	EN	TUR	TUR	
M000998	Orkut	M	F	EN	TUR	TUR	
M000999	Oruç	M	F	EN	TUR	TUR	
M001000	Osman	M	F	EN	TUR	TUR	عثمان
M001001	Osmân	M	F	EN	TUR	TUR	عثمان
M001002	Othman	M	F	EN	TUR	TUR	عثمان
M001003	Oyan	M	F	EN	TUR	TUR	
M001004	Oytun	M	F	EN	TUR	TUR	
M001005	Oyuz	M	F	EN	TUR	TUR	
M001006	Ozalan	M	F	EN	TUR	TUR	
M001007	Ozan	M	F	EN	TUR	TUR	
M001008	Oznur	M	F	EN	TUR	TUR	
M001009	Pakalîn	M	F	EN	TUR	TUR	
M001010	Pakize	M	F	EN	TUR	TUR	
M001011	Pamuk	M	F	EN	TUR	TUR	
M001012	Pelin	M	F	EN	TUR	TUR	
M001013	Pembe	M	F	EN	TUR	TUR	
M001014	Peri	M	F	EN	TUR	TUR	
M001015	Perihan	M	F	EN	TUR	TUR	برهان
M001016	Peroz	M	F	EN	TUR	TUR	
M001017	Perran	M	F	EN	TUR	TUR	
M001018	Pertev	M	F	EN	TUR	TUR	
M001019	Pervin	M	F	EN	TUR	TUR	
M001020	Petek	M	F	EN	TUR	TUR	
M001021	Piraye	F	F	EN	TUR	TUR	
M001022	Piyale	M	F	EN	TUR	TUR	
M001023	Polat	M	F	EN	TUR	TUR	
M001024	Polatkan	M	F	EN	TUR	TUR	
M001025	Rabia	F	F	EN	TUR	TUR	
M001026	Rafet	M	F	EN	TUR	TUR	رأفت
M001027	Raghib	M	F	EN	TUR	TUR	راغب
M001028	Rahim	M	F	EN	TUR	TUR	رحيم
M001029	Ramazan	M	F	EN	TUR	TUR	رمضان
M001030	Ramsaur	M	F	EN	TUR	TUR	
M001031	Rana	F	F	EN	TUR	TUR	رانا
M001032	Rauf	M	F	EN	TUR	TUR	رؤوف
M001033	Recai	M	F	EN	TUR	TUR	رجائي
M001034	Recber	M	F	EN	TUR	TUR	
M001035	Recep	M	F	EN	TUR	TUR	رجب
M001036	Refet	M	F	EN	TUR	TUR	رفعت
M001037	Refik	M	F	EN	TUR	TUR	رفيق
M001038	Reha	F	F	EN	TUR	TUR	رها
M001039	Remzi	M	F	EN	TUR	TUR	رمزي
M001040	Renan	M	F	EN	TUR	TUR	
M001041	Rengin	M	F	EN	TUR	TUR	
M001042	Renç	M	F	EN	TUR	TUR	
M001043	Resat	M	F	EN	TUR	TUR	
M001044	Reshid	M	F	EN	TUR	TUR	رشيد
M001045	Resit	M	F	EN	TUR	TUR	رشيد
M001046	Resîd	M	F	EN	TUR	TUR	رشيد
M001047	Reyhan	M	F	EN	TUR	TUR	ريحان
M001048	Reyyan	M	F	EN	TUR	TUR	ريان
M001049	Rezzan	M	F	EN	TUR	TUR	
M001050	Riza	F	F	EN	TUR	TUR	رضا
M001051	Rushd	M	F	EN	TUR	TUR	رشد
M001052	Rustu	M	F	EN	TUR	TUR	
M001053	Ruya	F	F	EN	TUR	TUR	رؤية
M001054	Râgib	M	F	EN	TUR	TUR	راغب
M001055	Rûmî	M	F	EN	TUR	TUR	رومي
M001056	Rûstû	M	F	EN	TUR	TUR	
M001057	Rüknettin	M	F	EN	TUR	TUR	ركن الدين
M001058	Rüstem	M	F	EN	TUR	TUR	
M001059	Rüstü	M	F	EN	TUR	TUR	
M001060	Rüya	F	F	EN	TUR	TUR	رؤيا
M001061	Saadet	F	F	EN	TUR	TUR	سعادة
M001062	Sabahat	M	F	EN	TUR	TUR	صباحات
M001063	Sebahat	M	F	EN	TUR	TUR	صباحات
M001064	Sabahattin	M	F	EN	TUR	TUR	صباح الدين
M001065	Sabiha	F	F	EN	TUR	TUR	صبيحة
M001066	Sabit	M	F	EN	TUR	TUR	ثابت
M001067	Sabite	M	F	EN	TUR	TUR	ثابت
M001068	Sabriye	F	F	EN	TUR	TUR	صبرية
M001069	Sacide	F	F	EN	TUR	TUR	ساجدة
M001070	Sacit	M	F	EN	TUR	TUR	ساجد
M001071	Sadettin	M	F	EN	TUR	TUR	سعد الدين
M001072	Sadi	M	F	EN	TUR	TUR	ساد
M001073	Sadik	M	F	EN	TUR	TUR	صادق
M001074	Sadri	M	F	EN	TUR	TUR	صدري
M001075	Sadun	M	F	EN	TUR	TUR	سعدون
M001076	Safavî	M	F	EN	TUR	TUR	صفوي
M001077	Saffet	M	F	EN	TUR	TUR	
M001078	Saffiy	M	F	EN	TUR	TUR	صافي
M001079	Safiye	F	F	EN	TUR	TUR	صفية
M001080	Saglam	M	F	EN	TUR	TUR	
M001081	Sahiba	F	F	EN	TUR	TUR	صاحبة
M001082	Saim	M	F	EN	TUR	TUR	صائم
M001083	Sait	M	F	EN	TUR	TUR	سيد
M001084	Sakir	M	F	EN	TUR	TUR	شاكر
M001085	Salih	M	F	EN	TUR	TUR	صالح
M001086	Saliha	F	F	EN	TUR	TUR	صليحة
M001087	Salik	M	F	EN	TUR	TUR	سالك
M001088	Salim	M	F	EN	TUR	TUR	سالم
M001089	Salime	F	F	EN	TUR	TUR	سليمة
M001090	Saltik	M	F	EN	TUR	TUR	
M001091	Saltuk	M	F	EN	TUR	TUR	
M001092	Sancakil	M	F	EN	TUR	TUR	
M001093	Sancakli	M	F	EN	TUR	TUR	
M001094	Sandalli	M	F	EN	TUR	TUR	صندل
M001095	Sanem	M	F	EN	TUR	TUR	
M001096	Saniye	F	F	EN	TUR	TUR	سنية
M001097	Sarila	F	F	EN	TUR	TUR	
M001098	Sarp	M	F	EN	TUR	TUR	
M001099	Saruhan	M	F	EN	TUR	TUR	
M001100	Sarî	M	F	EN	TUR	TUR	ساري
M001101	Savcî	M	F	EN	TUR	TUR	
M001102	Sayyid	M	F	EN	TUR	TUR	سيد
M001103	Sebahat	M	F	EN	TUR	TUR	صباحات
M001104	Seda	F	F	EN	TUR	TUR	سيدة
M001105	Sedef	M	F	EN	TUR	TUR	صدف
M001106	Seden	M	F	EN	TUR	TUR	سعدان
M001107	Sefa	F	F	EN	TUR	TUR	صفاء
M001108	Sefer	M	F	EN	TUR	TUR	
M001109	Segem	M	F	EN	TUR	TUR	
M001110	Seher	M	F	EN	TUR	TUR	سحر
M001111	Sehinsah	M	F	EN	TUR	TUR	
M001112	Selda	F	F	EN	TUR	TUR	
M001113	Selen	M	F	EN	TUR	TUR	
M001114	Selim	M	F	EN	TUR	TUR	سليم
M001115	Selin	M	F	EN	TUR	TUR	
M001116	Selma	F	F	EN	TUR	TUR	سلمى
M001117	Selmân	M	F	EN	TUR	TUR	سلمان
M001118	Selva	F	F	EN	TUR	TUR	سلوى
M001119	Selvi	M	F	EN	TUR	TUR	سلوى
M001120	Selâniki	M	F	EN	TUR	TUR	
M001121	Selçuk	M	F	EN	TUR	TUR	
M001122	Sema	F	F	EN	TUR	TUR	
M001123	Semahat	F	F	EN	TUR	TUR	سماحة
M001124	Semavi	M	F	EN	TUR	TUR	سماوي
M001125	Semih	M	F	EN	TUR	TUR	سميح
M001126	Semiha	F	F	EN	TUR	TUR	سمحة
M001127	Semra	F	F	EN	TUR	TUR	سمراء
M001128	Sena	F	F	EN	TUR	TUR	سناء
M001129	Senay	M	F	EN	TUR	TUR	
M001130	Sener	M	F	EN	TUR	TUR	
M001131	Sengor	M	F	EN	TUR	TUR	
M001132	Seniha	F	F	EN	TUR	TUR	سنيحة
M001133	Serap	M	F	EN	TUR	TUR	
M001134	Sercan	M	F	EN	TUR	TUR	
M001135	Serdar	M	F	EN	TUR	TUR	
M001136	Serhan	M	F	EN	TUR	TUR	سرحان
M001137	Serhat	M	F	EN	TUR	TUR	
M001138	Serif	M	F	EN	TUR	TUR	شريف
M001139	Serin	M	F	EN	TUR	TUR	
M001140	Serkan	M	F	EN	TUR	TUR	
M001141	Serpil	M	F	EN	TUR	TUR	
M001142	Serra	F	F	EN	TUR	TUR	
M001143	Sertan	M	F	EN	TUR	TUR	
M001144	Sertaç	M	F	EN	TUR	TUR	
M001145	Sertel	M	F	EN	TUR	TUR	
M001146	Servet	M	F	EN	TUR	TUR	ثروت
M001147	Seskin	M	F	EN	TUR	TUR	
M001148	Sevda	F	F	EN	TUR	TUR	سودة
M001149	Sevdi	M	F	EN	TUR	TUR	صفدي
M001150	Sevgi	M	F	EN	TUR	TUR	
M001151	Sevil	M	F	EN	TUR	TUR	
M001152	Sevilen	M	F	EN	TUR	TUR	
M001153	Sevim	M	F	EN	TUR	TUR	
M001154	Sevinç	M	F	EN	TUR	TUR	
M001155	Sevket	M	F	EN	TUR	TUR	شوكت
M001156	Sevtap	M	F	EN	TUR	TUR	
M001157	Sevval	M	F	EN	TUR	TUR	
M001158	Sezen	M	F	EN	TUR	TUR	
M001159	Sezgin	M	F	EN	TUR	TUR	
M001160	Seçil	M	F	EN	TUR	TUR	
M001161	Seçkin	M	F	EN	TUR	TUR	
M001162	Shushud	M	F	EN	TUR	TUR	
M001163	Shâhrukh	M	F	EN	TUR	TUR	
M001164	Sibel	M	F	EN	TUR	TUR	سبيل
M001165	Sihâb	M	F	EN	TUR	TUR	شهاب
M001166	Sihâbeddîn	M	F	EN	TUR	TUR	شهاب الدين
M001167	Sim	M	F	EN	TUR	TUR	
M001168	Simge	M	F	EN	TUR	TUR	
M001169	Simten	M	F	EN	TUR	TUR	
M001170	Sina	F	F	EN	TUR	TUR	
M001171	Sinan	M	F	EN	TUR	TUR	سنان
M001172	Sinasi	M	F	EN	TUR	TUR	
M001173	Sinem	M	F	EN	TUR	TUR	
M001174	Sipahi	M	F	EN	TUR	TUR	صباحي
M001175	Siren	M	F	EN	TUR	TUR	سرين
M001176	Sokollu	M	F	EN	TUR	TUR	
M001177	Solmaz	M	F	EN	TUR	TUR	
M001178	Sonay	M	F	EN	TUR	TUR	
M001179	Soner	M	F	EN	TUR	TUR	
M001180	Songül	M	F	EN	TUR	TUR	
M001181	Srader	M	F	EN	TUR	TUR	
M001182	Suat	M	F	EN	TUR	TUR	
M001183	Suker	M	F	EN	TUR	TUR	سكر
M001184	Sultan	M	F	EN	TUR	TUR	سلطان
M001185	Sumru	M	F	EN	TUR	TUR	
M001186	Suna	F	F	EN	TUR	TUR	
M001187	Sunalp	M	F	EN	TUR	TUR	
M001188	Sunay	M	F	EN	TUR	TUR	
M001189	Sundak	M	F	EN	TUR	TUR	
M001190	Sungu	M	F	EN	TUR	TUR	
M001191	Suphi	M	F	EN	TUR	TUR	
M001192	Suzan	M	F	EN	TUR	TUR	
M001193	Sâhîn	M	F	EN	TUR	TUR	شاهين
M001194	Sâmîzâde	M	F	EN	TUR	TUR	
M001195	Sînâ	M	F	EN	TUR	TUR	
M001196	Sönmez	M	F	EN	TUR	TUR	
M001197	Süccâ	M	F	EN	TUR	TUR	
M001198	Süher	M	F	EN	TUR	TUR	سهير
M001199	Süheyla	F	F	EN	TUR	TUR	سهيلة
M001200	Sükriye	F	F	EN	TUR	TUR	شكرية
M001201	Sükür	M	F	EN	TUR	TUR	شكور
M001202	Sülen	M	F	EN	TUR	TUR	
M001203	Sümer	M	F	EN	TUR	TUR	
M001204	Sümeyya	F	F	EN	TUR	TUR	سمية
M001205	Süreyya	F	F	EN	TUR	TUR	ثريا
M001206	Tabari	M	F	EN	TUR	TUR	طبري
M001207	Tabeeb	M	F	EN	TUR	TUR	طبيب
M001208	Tabib	M	F	EN	TUR	TUR	طبيب
M001209	Tacettin	M	F	EN	TUR	TUR	تاج الدين
M001210	Tagmaç	M	F	EN	TUR	TUR	
M001211	Tahir	M	F	EN	TUR	TUR	طاهر
M001212	Tahsin	M	F	EN	TUR	TUR	تحسين
M001213	Takiyyüddîn	M	F	EN	TUR	TUR	تقي الدين
M001214	Talip	M	F	EN	TUR	TUR	طالب
M001215	Tamer	M	F	EN	TUR	TUR	
M001216	Tanaoglu	M	F	EN	TUR	TUR	
M001217	Taner	M	F	EN	TUR	TUR	
M001218	Tanju	M	F	EN	TUR	TUR	
M001219	Tankut	M	F	EN	TUR	TUR	
M001220	Tansel	M	F	EN	TUR	TUR	
M001221	Tansu	M	F	EN	TUR	TUR	
M001222	Tarik	M	F	EN	TUR	TUR	
M001223	Tarkan	M	F	EN	TUR	TUR	طرقان
M001224	Tayfun	M	F	EN	TUR	TUR	
M001225	Taygun	M	F	EN	TUR	TUR	
M001226	Taylan	M	F	EN	TUR	TUR	
M001227	Taymiyya	F	F	EN	TUR	TUR	تيمية
M001228	Tayyar	M	F	EN	TUR	TUR	طيار
M001229	Tayyib	M	F	EN	TUR	TUR	طيب
M001230	Tayyibe	F	F	EN	TUR	TUR	طيبة
M001231	Tekin	M	F	EN	TUR	TUR	
M001232	Temel	M	F	EN	TUR	TUR	
M001233	Teoman	M	F	EN	TUR	TUR	
M001234	Tesa	F	F	EN	TUR	TUR	
M001235	Tevfik	M	F	EN	TUR	TUR	توفيق
M001236	Tevrat	M	F	EN	TUR	TUR	
M001237	Tezcan	M	F	EN	TUR	TUR	
M001238	Tezer	M	F	EN	TUR	TUR	
M001239	Timur	M	F	EN	TUR	TUR	
M001240	Timuçin	M	F	EN	TUR	TUR	
M001241	Tolan	M	F	EN	TUR	TUR	
M001242	Tolga	F	F	EN	TUR	TUR	
M001243	Tolunay	M	F	EN	TUR	TUR	
M001244	Topaloglu	M	F	EN	TUR	TUR	
M001245	Toprak	M	F	EN	TUR	TUR	
M001246	Torlak	M	F	EN	TUR	TUR	
M001247	Toros	M	F	EN	TUR	TUR	
M001248	Torumtay	M	F	EN	TUR	TUR	
M001249	Tosun	M	F	EN	TUR	TUR	
M001250	Toygar	M	F	EN	TUR	TUR	
M001251	Tuba	F	F	EN	TUR	TUR	
M001252	Tugba	F	F	EN	TUR	TUR	
M001253	Tufan	M	F	EN	TUR	TUR	
M001254	Tugai	M	F	EN	TUR	TUR	
M001255	Tulon	M	F	EN	TUR	TUR	
M001256	Tuna	F	F	EN	TUR	TUR	
M001257	Tunay	M	F	EN	TUR	TUR	
M001258	Tuncay	M	F	EN	TUR	TUR	
M001259	Tuncer	M	F	EN	TUR	TUR	
M001260	Tunç	M	F	EN	TUR	TUR	
M001261	Tural	M	F	EN	TUR	TUR	
M001262	Turan	M	F	EN	TUR	TUR	
M001263	Turgay	M	F	EN	TUR	TUR	
M001264	Turgut	M	F	EN	TUR	TUR	
M001265	Turhan	M	F	EN	TUR	TUR	
M001266	Turk	M	F	EN	TUR	TUR	
M001267	Turna	F	F	EN	TUR	TUR	
M001268	Tursun	M	F	EN	TUR	TUR	
M001269	Turusan	M	F	EN	TUR	TUR	
M001270	Tutku	M	F	EN	TUR	TUR	
M001271	Tülay	M	F	EN	TUR	TUR	
M001272	Tülin	M	F	EN	TUR	TUR	
M001273	Tümay	M	F	EN	TUR	TUR	
M001274	Türkan	M	F	EN	TUR	TUR	
M001275	Türkay	M	F	EN	TUR	TUR	
M001276	Türkekul	M	F	EN	TUR	TUR	
M001277	Türker	M	F	EN	TUR	TUR	
M001278	Türkes	M	F	EN	TUR	TUR	
M001279	Türkol	M	F	EN	TUR	TUR	
M001280	Uche	M	F	EN	TUR	TUR	
M001281	Ufuk	M	F	EN	TUR	TUR	أفق
M001282	Ulu	M	F	EN	TUR	TUR	
M001283	Ulugh	M	F	EN	TUR	TUR	
M001284	Ulusu	M	F	EN	TUR	TUR	
M001285	Uluç	M	F	EN	TUR	TUR	
M001286	Ulvi	M	F	EN	TUR	TUR	علوي
M001287	Ulviye	F	F	EN	TUR	TUR	علوية
M001288	Umur	M	F	EN	TUR	TUR	عمر
M001289	Umut	M	F	EN	TUR	TUR	
M001290	Utkan	M	F	EN	TUR	TUR	
M001291	Utku	M	F	EN	TUR	TUR	
M001292	Uzay	M	F	EN	TUR	TUR	
M001293	Uzun	M	F	EN	TUR	TUR	
M001294	Vahide	M	F	EN	TUR	TUR	
M001295	Vahit	M	F	EN	TUR	TUR	
M001296	Vaner	M	F	EN	TUR	TUR	
M001297	Vanga	F	F	EN	TUR	TUR	
M001298	Varnik	M	F	EN	TUR	TUR	
M001299	Varol	M	F	EN	TUR	TUR	
M001300	Vecdi	M	F	EN	TUR	TUR	وجدي
M001301	Vedat	M	F	EN	TUR	TUR	وداد
M001302	Vefa	F	F	EN	TUR	TUR	وفاء
M001303	Veli	M	F	EN	TUR	TUR	ويل
M001304	Verda	F	F	EN	TUR	TUR	وردة
M001305	Vesile	M	F	EN	TUR	TUR	
M001306	Vicdan	M	F	EN	TUR	TUR	وجدان
M001307	Vildan	M	F	EN	TUR	TUR	ولدان
M001308	Volkan	M	F	EN	TUR	TUR	
M001309	Vural	M	F	EN	TUR	TUR	
M001310	Vuslat	M	F	EN	TUR	TUR	
M001311	Ya'kûb	M	F	EN	TUR	TUR	يعقوب
M001312	Yagmur	M	F	EN	TUR	TUR	
M001313	Yahya	F	F	EN	TUR	TUR	يحيى
M001314	Yakup	M	F	EN	TUR	TUR	يعقوب
M001315	Yakut	M	F	EN	TUR	TUR	ياقوت
M001316	Yalman	M	F	EN	TUR	TUR	
M001317	Yalpat	M	F	EN	TUR	TUR	
M001318	Yalçin	M	F	EN	TUR	TUR	
M001319	Yamak	M	F	EN	TUR	TUR	
M001320	Yaman	M	F	EN	TUR	TUR	
M001321	Yaprak	M	F	EN	TUR	TUR	
M001322	Yasar	M	F	EN	TUR	TUR	يسار
M001323	Yasemin	M	F	EN	TUR	TUR	ياسمين
M001324	Yasin	M	F	EN	TUR	TUR	ياسين
M001325	Yavuz	M	F	EN	TUR	TUR	
M001326	Yazgül	M	F	EN	TUR	TUR	
M001327	Yazîcî	M	F	EN	TUR	TUR	
M001328	Yazîcîoglu	M	F	EN	TUR	TUR	
M001329	Yazîcîzâde	M	F	EN	TUR	TUR	
M001330	Yigit	M	F	EN	TUR	TUR	
M001331	Yildiz	M	F	EN	TUR	TUR	
M001332	Yildizoglu	M	F	EN	TUR	TUR	
M001333	Yilmaz	M	F	EN	TUR	TUR	
M001334	Yonca	F	F	EN	TUR	TUR	
M001335	Yosun	M	F	EN	TUR	TUR	
M001336	Yunus	M	F	EN	TUR	TUR	يونس
M001337	Yurcel	M	F	EN	TUR	TUR	
M001338	Yurdagül	M	F	EN	TUR	TUR	
M001339	Yurdakul	M	F	EN	TUR	TUR	
M001340	Yurdanur	M	F	EN	TUR	TUR	
M001341	Yurtsev	M	F	EN	TUR	TUR	
M001342	Yusuf	M	F	EN	TUR	TUR	يوسف
M001343	Yücel	M	F	EN	TUR	TUR	
M001344	Yüksel	M	F	EN	TUR	TUR	
M001345	Zafer	M	F	EN	TUR	TUR	ظفر
M001346	Zaganos	M	F	EN	TUR	TUR	
M001347	Zaide	F	F	EN	TUR	TUR	زايدة
M001348	Zeheb	M	F	EN	TUR	TUR	ذهب
M001349	Zehra	F	F	EN	TUR	TUR	زهرة
M001350	Zekai	M	F	EN	TUR	TUR	
M001351	Zeki	M	F	EN	TUR	TUR	ذكي
M001352	Zekiye	F	F	EN	TUR	TUR	زكية
M001353	Zeliha	F	F	EN	TUR	TUR	زليخة
M001354	Zeren	M	F	EN	TUR	TUR	
M001355	Zerrin	M	F	EN	TUR	TUR	
M001356	Zihni	M	F	EN	TUR	TUR	زهني
M001357	Ziya	F	F	EN	TUR	TUR	ضياء
M001358	Ziynet	M	F	EN	TUR	TUR	زينات
M001359	Zorlu	M	F	EN	TUR	TUR	
M001360	Zühal	M	F	EN	TUR	TUR	زحل
M001361	Zühre	F	F	EN	TUR	TUR	زهرة
M001362	Zülal	M	F	EN	TUR	TUR	زلال
M001363	Züleyha	F	F	EN	TUR	TUR	زليخة
M001364	Zeliha	F	F	EN	TUR	TUR	زليخة
M001365	Zülfiye	F	F	EN	TUR	TUR	زلفية
M001366	Zülfü	M	F	EN	TUR	TUR	
M001367	Zümrüt	M	F	EN	TUR	TUR	زمرد
M001368	Ömür	M	F	EN	TUR	TUR	
M001369	Öykü	M	F	EN	TUR	TUR	
M001370	Özge	M	F	EN	TUR	TUR	
M001371	Özlem	M	F	EN	TUR	TUR	
M001372	Ülker	M	F	EN	TUR	TUR	
M001373	Ülkü	M	F	EN	TUR	TUR	
M001374	Ünsel	M	F	EN	TUR	TUR	
M001375	Ünseli	M	F	EN	TUR	TUR	
M001376	Ülker	M	F	EN	TUR	TUR	
M001377	Ülkü	M	F	EN	TUR	TUR	
M001378	Ümit	M	F	EN	TUR	TUR	
