# Kalmasoft Databases
# Database of Arabic words of Ethiopic origin
# References: www.kalmasoft.com/KLEX/dbamara.htm, www.kalmasoft.com/KLEX/dbtirara.htm, www.kalmasoft.com/KLEX/dbtigara.htm
# Primary resources: Lexical Data Repository of the Ge'ez Frontier Foundation https://github.com/geezorg/data/tree/master; HornMorpho is part of the L3 Project http://www.cs.indiana.edu/~gasser/Research/projects.html; Carl W. Isenberg, Grammar of the Amharic Language
# Secondary resources: https://github.com/admasethiopia/dictionaries/blob/master/Amharic%20Tigrinya%20English%20Dictionary.txt, https://github.com/fgaim/Tigrinya-BiLexicon/blob/master/Tigrinya-English.dic
# Related works: www.kalmasoft.com/KLEX/dcamhara.htm, www.kalmasoft.com/KLEX/dbsyriac.htm
# Availability: https://github.com/Kalmasoft/Databases/blob/main/Ethiopic
# Terminology: www.kalmasoft.com/adevtool.htm
# Tools: Amharic Verb Conjugation generator www.kalmasoft.com/KMAPS/eamrconj.htm
# Created: 3 Jan 2021 8:38 AM
# Updated: 11 Sep 2026 2:12 PM
# Encoding: UTF8
# Delimiter: TAB
# Total entries: 4,000+
# Copyright ©1999-2025 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# =========================================
# Licensed under Creative Commons Attribution-ShareAlike 4.0 International license.
# This is a work in progress, not completed, any citations for academic purposes should include the date when the file was downloaded.
# =========================================
# Attributes:
#	ID: 6 digits identification number
#		A######: HornMorpho original entry (A: Amharic, G: Ge'ez, R: Tigrinya, T: Tigre)
#		K######: Kalmasoft added entry
#	Ethiopic: Ethiopic entry
#	ETIPA: Reading for Ethiopic entry (International Phonetic Alphabet)
#	ARIPA: Reading for Arabic (International Phonetic Alphabet)
#	Arabic: Arabic parallel word
#	ETClass/ARClass: Ethiopic/Arabic grammatical class
#		A: Adjective
#		D: Adverb
#		I: Infinitive (Amharic infinitive, Arabic Mimatic infinitive)
#		G: Gerund (Amharic gerund)
#		M: Masdar (Arabic infinitive)
#		N: Noun
#		NT: Arabic Temporal noun
#		NL: Arabic Locative noun
#		Ncol: Regional colloquial Arabic Noun, region codes appear in "Locale", apply only to MSA otherwise
#		R: Particle
#		P: Participle (Amharic and Arabic active participle)
#		Vcol: Regional colloquial Arabic Verb, region codes appear in "Locale", apply only to MSA otherwise
#		VI: Verb imperfective (Amharic contingent, Arabic imperfective)
#		VC: Verb compound imperfective (Amharic compound imperfective, Arabic emphatic imperfective)
#		VJ: Verb jussive
#		VM: Verb imperative
#		VP: Verb perfective, past
#	ETSubclass/ARSubclass: Ethiopic/Arabic entry grammatical subclass
#		CON: Conjunction
#		PRP: Preposition
#		SNG: Singular
#		PLR: Plural
#		ACC: Accusative case
#		NOM: Nominative case
#		DAT: Dative case
#		GEN: Genitive case
#		IND: Indicative mood
#		SUB: Subjunctive mood
#	ETDomain/ARDomain: Ethiopic/Arabic entry semantic domain
#		ANAT: Anatomy
#		ANIM: Animate
#		DMST: Domestic
#		DATE: Date
#		LANG: Language specific
#		NAME: Named entity
#		NUMB: Number
#		PLNT: Plant
#		RLGN: Religion
#	Category: Arabic entry usage category
#		ARC: Ethiopic archaic entry
#		FFM: full form morphology
#		NUS: not used in Arabic
#		SSH: semantically shifted in Arabic
#	RootET: Ethiopic theoretical root
#	RootAR: Arabic root
#	Language: Ethiopic language, ISO 639-3 three-letter code
#	Recipient: Recipient Arabic varieties, ISO 639-3 three-letter code
#	Locale: Locales of the recipient Arabic varieties, ISO3166-3 Alpha-3 country codes
#	Gloss: Arabic semantic adaptation in English
# =========================================
ID	Ethiopic	ETIPA	ARIPA	Arabic	ETClass	ARClass	ETSubclass	ARSubclass	ETDomain	ARDomain	Category	RootAM	RootAR	Language	Recipient	Locale	Gloss
A01782	አረቀ	/ʔɛrɛkʼɛ/	/ʕaraka/	عَرَكَ	VP	VP						ሀረ፟ቀ	عرك	amh	arb		straighten
A01783	አራቂ	/ʔɛraːkʼi/	/ʕarːaːk/	عَرَّاك	P	P						ሀረ፟ቀ	عرك	amh	arb		straighten
A01784	አርቆ	/ʔɛrɨkʼo/	/ʕarkun/	عَرْكٌ	G	M						ሀረ፟ቀ	عرك	amh	arb		straighten
A01785	ያርቅ	/jarɨkʼ/	/jaʕrik/	يَعْرِك	VI	VI						ሀረ፟ቀ	عرك	amh	arb		straighten
A01786	ታረዘ	/tarɛzɛ/	/taʕarːaː/	تَعَرَّى	VP	VP							عري	amh	arb		be naked
A01787	እርቃን	/ʔɨrɨkʼan/	/ʕarjːan/	عَرْيان	N	N							عري	amh	arb		nudity, state of undress, nakedness, bareness
A01788	ይታረዝ	/jɨtarɛz/	/jataʕarːaː/	يَتَعَرَّى	VI	VI							عري	amh	arb		be naked
A01789	ዕሴት	/ʕɨset/	/ʕizːa/	عِزَّة	N	N							عزز	amh	arb		merit, value, worth
A01790	አዚሞ	/ʔɛzimo/	/ʕazmun/	عَزْمٌ	G	M						*ዜʸመ	عزم	amh	arb		chant, sing
A01791	አዚያሚ	/ʔɛzijam/	/ʕazːaːm/	عَزَّام	P	P						*ዜʸመ	عزم	amh	arb		chant, sing
A01792	አዜመ	/ʔɛzemɛ/	/ʕazama/	عَزَمَ	VP	VP						*ዜʸመ	عزم	amh	arb		chant, sing
A01793	ያዚም	/jazim/	/jaʕzim/	يَعْزِم	VI	VI						*ዜʸመ	عزم	amh	arb		chant, sing
A01794	አስስ	/ʔɛsɨs/	/ʕasas/	عَسَس	N	N							عسس	amh	arb		patrol
A01795	አሽከር	/ʔɛʃɨkɛr/	/ʕaskar/	عَسْكَر	N	N							عسكر	amh	arb		house maid (usually male)
A01796	ዐሥር	/ʕɛsɨr/	/ʕaʃra/	عَشْرة	A	A			NUMB	NUMB			عشر	amh	arb		ten
A01797	አሹራ	/ʔɛʃuraː/	/ʕuʃr/	عُشْر	N	N							عشر	amh	arb		tariff paid for selling one's land
A01798	ማሸግ	/maːʃɛg/	/maʕʃaq/	مَعْشَق	I							ሀሸ፟ገ	عشق	amh	arb		seal, glue
A01799	አሸገ	/ʔɛʃɛgɛ/	/ʕaʃaqa/	عَشَقَ	VP	VP					SSH	ሀሸ፟ገ	عشق	amh	arb		seal, glue
A01800	አሻጊ	/ʔɛʃag/	/ʕaʃːaːq/	عَشَّاق	P	P					SSH	ሀሸ፟ገ	عشق	amh	arb		seal, glue
A01801	አሽጎ	/ʔɛʃɨgo/	/ʕiʃqun/	عِشْقُ	G	M					SSH	ሀሸ፟ገ	عشق	amh	arb		seal, glue
A01802	ያሽጋል	/jaʃɨgal/	/jaʕʃiqanːa/	يَعْشِقَنَّ	VC	VC						ሀሸ፟ገ	عشق	amh	arb		seal, glue
A01803	ያሽግ	/jaʃɨg/	/jaʕʃiq/	يَعْشِق	VI	VI					SSH	ሀሸ፟ገ	عشق	amh	arb		seal, glue
A01804	አሠር	/ʔɛsɛr/	/ʕasˤr/	عَصْر	N	N							عصر	amh	arb		remaining, residue, waste material from the body
A01805	አጠ፟ነ	/ʔɛtːˤɛnɛ/	/ʕatˤːara/	عَطَّرَ	VP	VP							عطر	amh	arb		perfume
A01806	አጣኝ	/ʔɛtˤaɲ/	/ʕatˤːaːr/	عَطَّار	P	P							عطر	amh	arb		perfume
A01807	አጥኖ	/ʔɛtˤɨno/	/ʕatˤrun/	عَطْرٌ	G	M							عطر	amh	arb		perfume
A01808	ያጥናል	/jatˤɨnal/	/jaʕtˤiranːa/	يَعْطِرَنَّ	VC	VC						ሀጠነ	عطر	amh	arb		burn incense
A01809	ያጥን	/jatˤɨn/	/jaʕatˤːir/	يَعَطِّر	VI	VI							عطر	amh	arb		perfume
A01810	ማነጠስ	/maːnɛtˤɛs/	/maʕtˤas/	مَعْطَس	I							ሀነጠሰ	عطس	amh	arb		sneeze
A01811	አስነጠሰ	/ʔɛsɨnɛtˤɛsɛ/	/ʕatˤs/	عَطْس	N	N						ሀነጠሰ	عطس	amh	arb		sneeze
A01812	አነጠሰ	/ʔɛnɛtˤɛsɛ/	/ʕatˤasa/	عَطَسَ	VP	VP						ሀነጠሰ	عطس	amh	arb		sneeze
A01813	አነጣሽ	/ʔɛnɛtˤaʃ/	/ʕatˤːaːs/	عَطَّاس	P	P						ሀነጠሰ	عطس	amh	arb		sneeze
A01814	አነጥሶ	/ʔɛnɛtˤɨso/	/ʕatˤsun/	عَطْسٌ	G	M						ሀነጠሰ	عطس	amh	arb		sneeze
A01815	ያነጥሳል	/janɛtˤɨsal/	/jaʕtˤisanːa/	يَعْطِسَنَّ	VC	VC						ሀነጠሰ	عطس	amh	arb		sneeze
A01816	ያነጥስ	/janɛtˤɨs/	/jaʕtˤis/	يَعْطِس	VI	VI						ሀነጠሰ	عطس	amh	arb		sneeze
A01817	ማጠፍ	/maːtˤɛf/	/maʕtˤaf/	مَعْطَف	G	G						ሀጠፈ	عطف	amh	arb		fold
A01818	ማጠፍ	/maːtˤɛf/	/maʕtˤaf/	مَعْطَف	I							ሀጠፈ	عطف	amh	arb		fold
A01819	አጠፈ	/ʔɛtˤɛfɛ/	/ʕatˤafa/	عَطَفَ	VP	VP						ሀጠፈ	عطف	amh	arb		fold
A01820	አጠ፟ፈ	/ʔɛtːˤɛfɛ/	/ʕatˤːafa/	عَطَّفَ	VP	VP							عطف	amh	arb		fold
A01821	አጣፊ	/ʔɛtˤaf/	/ʕatˤːaːf/	عَطَّاف	P	P						ሀጠፈ	عطف	amh	arb		fold
A01822	አጣፊ	/ʔɛtˤaf/	/ʕatˤːaːf/	عَطَّاف	P	P							عطف	amh	arb		fold
A01823	አጥፎ	/ʔɛtˤɨfo/	/ʕatˤfun/	عَطْفٌ	G	M						ሀጠፈ	عطف	amh	arb		fold
A01824	አጥፎ	/ʔɛtˤɨfo/	/ʕatˤfun/	عَطْفٌ	G	M							عطف	amh	arb		fold
A01825	እጥፍ	/ʔɨtˤɨf/	/ʕatˤf/	عَطْف	A	A						ሀጠፈ	عطف	amh	arb		twice over
A01826	ያጥፋል	/jatˤɨfal/	/jaʕtˤifanːa/	يَعْطِفَنَّ	VC	VC						ሀጠፈ	عطف	amh	arb		fold
A01827	ያጥፍ	/jatˤɨf/	/jaʕatˤːif/	يَعَطِّف	VI	VI							عطف	amh	arb		fold
A01828	ይጠፍ	/jɨtˤɛf/	/jaʕtˤif/	يَعْطِف	VI	VI						ሀጠፈ	عطف	amh	arb		fold
A01829	ማጠን	/maːtˤɛn/	/maʕtˤan/	مَعْطَن	I							ሀጠነ	عطن	amh	arb		burn incense
A01830	አጣኝ	/ʔɛtˤaɲ/	/ʕatˤːaːn/	عَطَّان	P	P						ሀጠነ	عطن	amh	arb		burn incense
A01831	አጥኖ	/ʔɛtˤɨno/	/ʕatˤnun/	عَطْنٌ	G	M						ሀጠነ	عطن	amh	arb		burn incense
A01832	ያጥናል	/jatˤɨnal/	/jaʕtˤinanːa/	يَعْطِنَنَّ	VC	VC						ሀጠነ	عطن	amh	arb		burn incense
A01833	መስጠትን	/mɛsɨtˤɛtɨn/	/mustaʕtˤ/	مُسْتَعْط	N	N							عطي	amh	arb		
A01834	አፈር	/ʔɛfɛr/	/ʕafar/	عَفَر	N	N			DMST	DMST			عفر	amh	arb		soil
A01835	ማዕቀብ	/maːʕɨkʼɛb/	/muʕaːqaba/	مُعَاقَبة	N	N							عقب	amh	arb		ban, forbid
A01836	ዐቀበት	/ʕɛkʼɛbɛt/	/ʕaqaba/	عَقَبَة	N	N							عقب	amh	arb		steep, sheer, vertical, upward slope
A01837	ዐቀበት	/ʕɛkʼɛbɛt/	/ʕaqaba/	عَقَبَة	N	N							عقب	amh	arb		steep, sheer, vertical, upward slope
A01838	ዐቃቤ	/ʕɛkʼabe/	/ʕiqaːb/	عِقَاب	N	N							عقب	amh	arb		prosecution
A01839	መታቀድ	/mɛtakʼɛd/	/maʕqad/	مَعْقَد	I							ሀቀ፟ደ	عقد	amh	arb		plan, design
A01840	አቀደ	/ʔɛkʼɛdɛ/	/ʕaqada/	عَقَدَ	VP	VP						ሀቀ፟ደ	عقد	amh	arb		plan, design
A01841	አቃጂ	/ʔɛkʼadʒi/	/ʕaqːaːd/	عَقَّاد	P	P						ሀቀ፟ደ	عقد	amh	arb		plan, design
A01842	ዐቅድ	/ʕɛkʼɨd/	/ʕaqd/	عَقْد	N	N						ሀቀ፟ደ	عقد	amh	arb		preparation, plan, scheme, idea, proposal
A01843	አቅዶ	/ʔɛkʼɨdo/	/ʕaqdun/	عَقْدٌ	G	M						ሀቀ፟ደ	عقد	amh	arb		plan, design
A01844	ዕቅድ	/ʕɨkʼɨd/	/ʕaqd/	عَقْد	N	N						ሀቀ፟ደ	عقد	amh	arb		plan, scheme, idea, proposal, design, plot
A01845	ይታቀዳል	/jɨtakʼɛdal/	/jaʕqidanːa/	يَعْقِدَنَّ	VC	VC						ሀቀ፟ደ	عقد	amh	arb		plan, design
A01846	ይታቀድ	/jɨtakʼɛd/	/jaʕqid/	يَعْقِد	VI	VI						ሀቀ፟ደ	عقد	amh	arb		plan, design
A01847	መሀከል	/mɛhɛkɛl/	/maʕqal/	مَعْقَل	N	N							عقل	amh	arb		middle, midpoint, core, central point
A01848	ማዕከላዊ	/maːʕɨkɛlaːwi/	/maʕqaliː/	مَعْقَلِي	A	A							عقل	amh	arb		middle, mid, innermost
A01849	ማእከል	/maːʔɨkɛl/	/maʕqal/	مَعْقَل	N	N							عقل	amh	arb		center
A01850	ማዕከል	/maːʕɨkɛl/	/maʕqal/	مَعْقَل	N	N							عقل	amh	arb		midpoint, center
A01851	ዐቅል	/ʕɛkʼɨl/	/ʕaql/	عَقْل	N	N							عقل	amh	arb		intelligence, acumen, mind, insight, sense, brain
A01852	አንጐል	/ʔɛnɨgoal/	/ʕaql/	عَقْل	N	N			ANAT	ANAT			عقل	amh	arb		brain, mind
A01853	አካላት	/ʔɛkalaːt/	/ʕuqlaːt/	عُقْلَات	N	N							عقل	amh	arb		components, elements, parts of a body, organs, members, constituents
A01854	አካል	/ʔɛkal/	/ʕuqla/	عُقْلة	N	N							عقل	amh	arb		component, element, part of a body, organ, member, constituent
A01855	እኩል	/ʔɨkul/	/ʕiql/	عِقْل	N	N							عقل	amh	arb		semi, partially, half
A01856	ማቀፍ	/maːkʼɛf/	/maʕkaf/	مَعْكَف	I							ሀቀፈ	عكف	amh	arb		embrace
A01857	አቀፈ	/ʔɛkʼɛfɛ/	/ʕakafa/	عَكَفَ	VP	VP						ሀቀፈ	عكف	amh	arb		embrace
A01858	አቃፊ	/ʔɛkʼaf/	/ʕakːaːf/	عَكَّاف	P	P						ሀቀፈ	عكف	amh	arb		embrace
A01859	አቅፎ	/ʔɛkʼɨfo/	/ʕakfun/	عَكْفٌ	G	M						ሀቀፈ	عكف	amh	arb		embrace
A01860	አካፋ	/ʔɛkafa/	/ʕakf/	عَكْف	N	N						ሀቀፈ	عكف	amh	arb		
A01861	እስረኛ	/ʔɨsɨrɛɲa/	/ʔsiːr/	أسِير	N	N							عكف	amh	arb		
A01862	ይቀፍ	/jɨkʼɛf/	/jaʕkif/	يَعْكِف	VI	VI						ሀቀፈ	عكف	amh	arb		embrace
A01863	ይትፍተዋል	/jɨtɨfɨtɛwal/	/tufaːl/	تُفَال	N	N							عكف	amh	arb		
A01864	ዐልቅት	/ʕɛlɨkʼɨt/	/ʕalaqa/	عَلَقَة	N	N			ANIM	ANIM			علق	amh	arb		bloodsucker, leech, tick
A01865	ማኘክ	/maːɲɛk/	/maʕlak/	مَعْلَك	I							ሀኘ፟ከ	علك	amh	arb		chew, masticate
A01866	አኘከ	/ʔɛɲɛkɛ/	/ʕalaka/	عَلَكَ	VP	VP						ሀኘ፟ከ	علك	amh	arb		chew, masticate
A01867	አኛኪ	/ʔɛɲak/	/ʕalːaːk/	عَلَّاك	P	P						ሀኘ፟ከ	علك	amh	arb		chew, masticate
A01868	አኝኮ	/ʔɛɲɨko/	/ʕalkun/	عَلْكٌ	G	M						ሀኘ፟ከ	علك	amh	arb		chew, masticate
A01869	ይታኘካል	/jɨtaɲɛkal/	/jaʕlikanːa/	يَعْلِكَنَّ	VC	VC						ሀኘ፟ከ	علك	amh	arb		chew, masticate
A01870	ይታኘክ	/jɨtaɲɛk/	/jaʕlik/	يَعْلِك	VI	VI						ሀኘ፟ከ	علك	amh	arb		chew, masticate
A01871	ዒላማ	/ʕilaːmaː/	/ʕalaːma/	عَلَامَة	N	N							علم	amh	arb		target
A01872	ዓለም	/ʕalɛm/	/ʕaːlam/	عَالَم	N	N							علم	amh	arb		world
A01873	ዓላማ	/ʕalaːmaː/	/ʕalaːma/	عَلَامَة	N	N			DMST	DMST			علم	amh	arb		flag
A01874	እልም	/ʔɨlɨm/	/ʕilm/	عِلْم	N	N							علم	amh	arb		vision, fantasy
A01875	ላዕላይ	/laːʕɨlaːj/	/ʔlʔʕlaː/	الأعْلَى	A	A							علو	amh	arb		higher, superior
A01876	ዐምድ	/ʕɛmɨd/	/ʕamuːd/	عَمُود	N	N							عمد	amh	arb		post, pillar, support, column, prop
A01877	አዕማድ	/ʔɛʕɨmaːd/	/ʔʕmud/	أعْمُد	N	N							عمد	amh	arb		post, support, column, pillars, prop
A01878	ማመቅ	/maːmɛkʼ/	/maʕmak/	مَعْمَك	I							ሀመ፟ቀ	عمك	amh	arb		squeeze, compress
A01879	አመቀ	/ʔɛmɛkʼɛ/	/ʕamaka/	عَمَكَ	VP	VP						ሀመ፟ቀ	عمك	amh	arb		squeeze, compress
A01880	አምቆ	/ʔɛmɨkʼo/	/ʕamkun/	عَمْكٌ	G	M						ሀመ፟ቀ	عمك	amh	arb		squeeze, compress
A01881	ዕምቅ	/ʕɨmɨkʼ/	/ʕimk/	عِمْك	N	N							عمك	amh	arb		crowded, stuffed, packed full
A01882	ይታመቃል	/jɨtamɛkʼal/	/jaʕmikanːa/	يَعْمِكَنَّ	VC	VC						ሀመ፟ቀ	عمك	amh	arb		squeeze, compress
A01883	ይታመቅ	/jɨtamɛkʼ/	/jaʕmik/	يَعْمِك	VI	VIcol						ሀመ፟ቀ	عمك	amh	apd	SDN	squeeze, compress
A01884	ዐመል	/ʕɛmɛl/	/ʕamal/	عَمَل	N	N							عمل	amh	arb		conduct, demeanor, habit character,
A01885	ትዕይንተ	/tɨʕɨjɨnɨtɛ/	/taʕanːut/	تَعَنُّتْ	N	N							عنت	amh	arb		display of public protest
A01886	አንገት	/ʔɛnɨgɛt/	/ʕunq/	عُنْق	N	N			ANAT	ANAT			عنق	amh	arb		neck, décolletage,
A01887	እውከት	/ʔɨwɨkɛt/	/ʕawadʒa/	عَوَجة	N	N							عوج	amh	arb		problem, difficulty, dilemma, trouble, mess, hitch
A01888	ማት	/maːt/	/maʕaːd/	مَعَاد	N	N			RLGN	RLGN	ARC		عود	amh	arb		rage of God, huge number (multitude) of people
A01889	ማወድ	/maːwɛd/	/maʕuːad/	مَعْوَد	I							ሀወ፟ደ	عود	amh	arb		perfume
A01890	አወደ	/ʔɛwɛdɛ/	/ʕawada/	عَوَدَ	VP	VP						ሀወ፟ደ	عود	amh	arb		perfume
A01891	አወደ	/ʔɛwɛdɛ/	/ʕawuːada/	عَوَّدَ	VP	VP						ሀወ፟ደ	عود	amh	arb		perfume
A01892	አውዶ	/ʔɛwɨdo/	/ʕawdun/	عَوْدٌ	G	M						ሀወ፟ደ	عود	amh	arb		perfume
A01893	ያውዳል	/jawɨdal/	/jaʕuːidanːa/	يَعْوِدَنَّ	VC	VC						ሀወ፟ደ	عود	amh	arb		perfume
A01894	ያውድ	/jawɨd/	/jaʕawid/	يَعَوِد	VI	VI						ሀወ፟ደ	عود	amh	arb		perfume
A01895	ማወር	/maːwɛr/	/maʕuːar/	مَعْوَر	I							*ሀወ፟ረ	عور	amh	arb		go blind
A01896	ታወረ	/tawɛrɛ/	/taʕawuːara/	تَعَوَّرَ	VP	VP						*ሀወ፟ረ	عور	amh	arb		go blind
A01897	አውሮ	/ʔɛwɨro/	/ʕawrun/	عَوْرٌ	G	M						*ሀወ፟ረ	عور	amh	arb		go blind
A01898	አውሮ	/ʔɛwɨro/	/ʕawrun/	عَوْرٌ	G	M						*ሀወ፟ረ	عور	amh	arb		go blind
A01899	ዕውር	/ʕɨwɨr/	/ʔʕuːar/	أعْوَر	A	A						*ሀወ፟ረ	عور	amh	arb		sightless
A01900	ያውር	/jawɨr/	/jaʕwar/	يَعْوَر	VI	VI						*ሀወ፟ረ	عور	amh	arb		go blind
A01901	ይታወራል	/jɨtawɛraːl/	/jaʕuːiranːa/	يَعْوِرَنَّ	VC	VC						*ሀወ፟ረ	عور	amh	arb		go blind
A01902	ማወክ	/maːwɛk/	/maʕuːaq/	مَعْوَق	I							ሀወ፟ከ	عوق	amh	arb		upset, trouble
A01903	አወከ	/ʔɛwɛkɛ/	/ʕawuːaqa/	عَوَّقَ	VP	VP						ሀወ፟ከ	عوق	amh	arb		upset, trouble
A01904	አዋኪ	/ʔɛwak/	/ʕawːaːq/	عَوَّاق	P	P						ሀወ፟ከ	عوق	amh	arb		upset, trouble
A01905	አውኮ	/ʔɛwɨko/	/ʕawqun/	عَوْقٌ	G	M						ሀወ፟ከ	عوق	amh	arb		upset, trouble
A01906	አውኮ	/ʔɛwɨko/	/ʕawqun/	عَوْقٌ	G	M						ሀወ፟ከ	عوق	amh	arb		upset, trouble
A01907	እውከት	/ʔɨwɨkɛt/	/ʕawqa/	عَوقَة	N	N						ሀወ፟ከ	عوق	amh	arb		problem, difficulty, dilemma, trouble, mess, hitch
A01908	ያውካል	/jawɨkal/	/jaʕuːiqanːa/	يَعْوِقَنَّ	VC	VC						ሀወ፟ከ	عوق	amh	arb		upset, trouble
A01909	ያውክ	/jawɨk/	/jaʕuːwiq/	يَعْوِّق	VI	VI						ሀወ፟ከ	عوق	amh	arb		upset, trouble
A01910	ዐይነ	/ʕɛjɨnɛ/	/ʕajn/	عَيْن	N	N			ANAT	ANAT			عين	amh	arb		eye
A01911	ዓይን	/ʕajɨn/	/ʕajn/	عَيْن	N	N			ANAT	ANAT			عين	amh	arb		eye
A01912	ምዕራብ	/mɨʕɨraːb/	/maɣrib/	مَغْرِب	N	N							غرب	amh	arb		west
A01913	መግራት	/mɛgɨraːt/	/maɣarː/	مَغْرّ	I							ገራህ	غرر	amh	arb		tame
A01914	ኮራ	/koraː/	/ɣurːa/	غُرَّ	VP	VP							غرر	amh	arb		be proud
A01915	ይኩራ	/jɨkuraː/	/jaɣur/	يَغُر	VI	VI							غرر	amh	arb		be proud
A01916	ይኮራል	/jɨkoraːl/	/jaɣriranːa/	يَغْرِرَنَّ	VC	VC						ኮራህ	غرر	amh	arb		be proud
A01917	ይገራል	/jɨgɛraːl/	/jaɣriranːa/	يَغْرِرَنَّ	VC	VC						ገራህ	غرر	amh	arb		tame
A01918	ይግራ	/jɨgɨraː/	/jaɣarː/	يَغَرّ	VI	VI						ገራህ	غرر	amh	arb		tame
A01919	ገሪ	/gɛr/	/ɣaːrː/	غَارّ	P	P						ገራህ	غرر	amh	arb		tame
A01920	ገራ	/gɛraː/	/ɣarːa/	غَرَّ	VP	VP						ገራህ	غرر	amh	arb		tame
A01921	ገርቶ	/gɛrɨto/	/ɣarːun/	غَرٌّ	G	M						ገራህ	غرر	amh	arb		tame
A01922	ገረዘ	/gɛrɛzɛ/	/ɣaraza/	غَرَزَ	VP	VP							غرز	amh	arb		circumcise
A01923	ቅርስ	/kʼɨrɨs/	/ɣars/	غَرْس	N	N							غرس	amh	arb		heritage, anything that is or may be inherited. 2 inherited circumstances, benefits, etc. (a heritage of confusion).
A01924	ይገረግራል	/jɨgɛrɛgɨraːl/	/jaɣarɣiranːa/	يَغَرْغِرَنَّ	VC	VC							غرغر	amh	arb		stop short
A01925	ገረገረ	/gɛrɛgɛrɛ/	/ɣarɣara/	غَرْغَرَ	VP	VP							غرغر	amh	arb		stop short
A01926	ገርጋሪ	/gɛrɨgar/	/ɣarɣaːr/	غَرْغَار	P	P							غرغر	amh	arb		stop short
A01927	ይገር፟ም	/jɨgɛrːɨm/	/jaɣarːim/	يَغَرِّم	VI	VI							غرم	amh	arb		be tame 
A01928	ገረ፟መ	/gɛrːɛmɛ/	/ɣarːama/	غَرَّمَ	VP	VP							غرم	amh	arb		be tame 
A01929	ገር፟ሞ	/gɛrːɨmo/	/ɣarmun/	غَرْمٌ	G	M							غرم	amh	arb		be tame
A01930	ተጉዞ	/tɛguzo/	/ɣazwun/	غَزْوٌ	G	M						*ጓህዘ	غزو	amh	arb		transport
A01931	ተጓዥ	/tɛgoaʒ/	/ɣaːziː/	غَازِي	P	P						*ጓህዘ	غزو	amh	arb		transport
A01932	ይጓዛል	/jɨgoazal/	/jaɣzuːanːa/	يَغْزُوَنَّ	VC	VC						*ጓህዘ	غزو	amh	arb		transport
A01933	ጓዘ	/goazɛ/	/ɣaza/	غَزَا	VP	VP						*ጓህዘ	غزو	amh	arb		transport
A01934	አሽሙር	/ʔɛʃɨmur/	/ɣaʃmur/	غَشْمُرة	N	Ncol							غشمر	amh	arb		indirect (roundabout) abuse or offense
A01935	ጉልበት	/gulɨbɛt/	/ɣulba/	غُلْبَة	N	N							غلب	amh	arb		force, labor
A01936	ጎልባች	/golɨbatʃ/	/ɣalːaːb/	غَلَّاب	P	P							غلب	amh	arb		get strong
A01937	ጎልብቶ	/golɨbɨto/	/ɣulbatun/	غُلْبَةٌ	G	M							غلب	amh	arb		get strong
A01938	ቅሌት	/kʼɨlet/	/ɣalatˤ/	غَلَط	N	N							غلط	amh	arb		disgrace, infamy, shame
A01939	ቸልታ	/tʃɛlɨta/	/ɣaltˤa/	غَلْطة	N	N							غلط	amh	arb		carelessness, disregard
A01940	ገለፈት	/gɛlɛfɛt/	/ɣalafa/	غَلَفَة	N	N			DMST	DMST	SSH		غلف	amh	arb		outer covering or skin of tree trunks and some fruits
A01941	ጉልምስ	/gulɨmɨs/	/ɣulaːm/	غُلَام	N	N							غلم	amh	arb		adult
A01942	ጋለሞታ	/galɛmota/	/ɣuluːmiːja/	غُلُومِيَّة	N	N			DMST	DMST			غلم	amh	arb		prostitute, bar lady
A01943	ግልሙትና	/gɨlɨmutɨna/	/ɣulma/	غُلْمة	N	N							غلم	amh	arb		prostitution
A01944	ገመድ	/gɛmɛd/	/ɣamd/	غَمْد	N	N			DMST	DMST			غمد	amh	arb		thick strong cord made by twisting finer cords together
A01945	መከመር	/mɛkɛmɛr/	/maɣmar/	مَغْمَر	I							ከመ፟ረ	غمر	amh	arb		pile
A01946	ከማሪ	/kɛmaːr/	/ɣamːaːr/	غَمَّار	P	P						ከመ፟ረ	غمر	amh	arb		pile
A01947	ከምሮ	/kɛmɨro/	/ɣamrun/	غَمْرٌ	G	M						ከመ፟ረ	غمر	amh	arb		pile
A01948	ይከምራል	/jɨkɛmɨraːl/	/jaɣmiranːa/	يَغْمِرَنَّ	VC	VC						ከመ፟ረ	غمر	amh	arb		pile
A01949	ተቀመጠ	/tɛkʼɛmɛtˤɛ/	/kamada/	غَمَطَ	VP	VP							غمط	amh	arb		put down
A01950	ተቀማጭ	/tɛkʼɛmaːtʃ/	/ɣamːaːtˤ/	غَمَّاط	P	P						*ቀመ፟ጠ	غمط	amh	arb		put down
A01951	ተቀምጦ	/tɛkʼɛmɨtˤo/	/ɣamtˤun/	غَمْطٌ	G	M						*ቀመ፟ጠ	غمط	amh	arb		put down
A01952	ይቀመጣል	/jɨkʼɛmɛtˤal/	/jaɣmitˤanːa/	يَغْمِطَنَّ	VC	VC						*ቀመ፟ጠ	غمط	amh	arb		put down
A01953	ይቀመጥ	/jɨkʼɛmɛtˤ/	/jakmid/	يَغْمِط	VI	VI							غمط	amh	arb		put down
A01954	ይገምግም	/jɨgɛmɨgɨm/	/jaɣamɣim/	يَغَمْغِم	VI	VI							غمغم	amh	arb		evaluate, sound out
